City,Education,Occupation,Gender,MaritalStatus,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,Age
Lane Cove,Bachelors,Management,F,S,1,1,0,0,103645,41
St. Leonards,Partial College,Clerical,M,M,0,0,0,0,84582,26
Solingen,Partial High School,Skilled Manual,M,S,0,2,0,0,57840,40
Bendigo,Partial College,Skilled Manual,M,M,1,1,1,1,58244,50
Paris La Defense,Partial College,Skilled Manual,M,S,0,1,0,0,56884,29
Tremblay-en-France,Graduate Degree,Management,M,S,1,0,0,0,105690,43
Burien,Graduate Degree,Manual,F,S,1,1,0,1,33509,65
Yakima,Graduate Degree,Clerical,F,M,1,3,1,2,79830,35
Bellingham,Graduate Degree,Manual,M,M,1,1,2,2,34684,45
Haney,Graduate Degree,Skilled Manual,F,M,1,0,1,2,57391,42
Coffs Harbour,Partial College,Clerical,M,M,1,3,2,2,85928,45
London,Partial High School,Manual,M,M,1,1,1,2,29072,58
Ballard,Bachelors,Professional,F,M,1,3,0,1,132987,37
Eilenburg,Graduate Degree,Management,F,M,1,1,0,1,102317,44
Concord,Bachelors,Skilled Manual,F,S,1,1,1,1,53470,59
Burlingame,Partial College,Management,F,M,1,1,1,1,106694,44
Croix,High School,Skilled Manual,M,M,0,0,0,1,51977,34
Burien,Bachelors,Clerical,M,M,1,1,1,2,81167,65
Matraville,Partial College,Skilled Manual,M,S,0,1,0,0,58963,24
Townsville,Partial College,Clerical,M,S,1,3,0,0,82778,48
Lebanon,High School,Skilled Manual,M,S,0,1,0,0,54260,29
Milwaukie,Partial College,Skilled Manual,F,S,0,1,0,0,60659,37
Darlinghurst,Bachelors,Management,M,M,1,3,2,2,109601,46
Burbank,Bachelors,Management,F,M,1,2,0,2,105888,55
Bury,High School,Clerical,M,S,0,1,0,0,87376,42
Braunschweig,Bachelors,Clerical,F,M,0,3,0,0,77214,32
Cliffside,High School,Clerical,F,S,1,3,0,0,79000,56
Spring Valley,Graduate Degree,Management,M,S,0,2,0,0,108270,35
Corvallis,Partial College,Manual,F,S,1,1,0,0,35960,57
Colombes,High School,Skilled Manual,M,S,0,2,0,0,59301,41
Port Hammond,Partial College,Manual,F,M,1,0,1,2,26925,53
Burbank,Graduate Degree,Management,M,M,1,2,0,0,107943,32
Glendale,Partial College,Skilled Manual,M,S,0,0,0,0,59438,26
Warrnambool,Bachelors,Manual,M,M,1,1,1,2,26059,47
East Brisbane,Bachelors,Clerical,M,M,1,0,0,1,87392,38
Ballard,Partial High School,Skilled Manual,F,M,1,2,0,2,50963,51
York,Graduate Degree,Professional,F,M,1,3,1,2,137960,39
San Gabriel,Graduate Degree,Professional,M,S,1,2,0,0,137553,44
Townsville,Partial College,Manual,M,M,1,0,1,2,28297,58
Perth,Bachelors,Professional,M,S,1,2,0,0,132784,46
Newcastle upon Tyne,High School,Skilled Manual,F,S,1,1,0,0,55878,49
Berlin,Partial High School,Skilled Manual,F,S,0,2,0,0,60185,32
Rhodes,High School,Skilled Manual,M,M,1,0,0,1,58797,48
Marysville,Partial College,Skilled Manual,M,S,0,0,0,0,54924,31
Münster,High School,Skilled Manual,M,S,0,0,0,0,52996,29
Edmonds,High School,Clerical,F,M,1,3,1,2,84214,59
Lynnwood,High School,Manual,F,S,0,0,0,0,34591,47
Newport Beach,Bachelors,Skilled Manual,F,S,0,0,0,0,54696,37
Milton Keynes,Partial College,Clerical,F,M,1,1,1,2,77640,47
Sydney,High School,Skilled Manual,F,S,1,2,0,0,59173,49
Lavender Bay,Partial High School,Manual,M,S,1,0,0,0,26243,55
National City,Graduate Degree,Manual,F,M,1,1,0,2,32865,62
San Diego,Partial High School,Manual,F,S,0,1,0,0,28655,51
Shawnee,Bachelors,Professional,F,S,1,1,0,0,133456,41
Hervey Bay,High School,Skilled Manual,M,S,1,1,0,0,59165,47
Rockhampton,Bachelors,Skilled Manual,M,S,0,0,0,0,58563,30
Beaverton,Partial College,Management,M,M,1,3,0,2,107961,40
Santa Monica,Graduate Degree,Clerical,F,S,1,0,0,0,77360,46
Royal Oak,Bachelors,Skilled Manual,F,M,1,2,1,1,55652,47
Haney,Partial College,Manual,M,S,0,1,0,0,37020,31
Gold Coast,Partial College,Skilled Manual,M,M,1,1,0,2,59553,45
Oregon City,Partial College,Clerical,M,M,1,2,1,1,82253,42
Daly City,Partial High School,Manual,F,M,0,1,0,0,31431,27
Wollongong,Bachelors,Professional,M,S,1,3,0,0,132297,43
Shawnee,High School,Clerical,F,M,0,1,0,0,86835,24
Paris,Partial College,Clerical,F,M,1,3,1,2,81600,49
Chatou,Partial College,Manual,M,S,0,0,0,0,27565,42
Lille,Partial High School,Skilled Manual,F,S,0,0,0,0,61365,29
Port Hammond,High School,Manual,F,M,1,1,0,2,26915,57
Langford,High School,Manual,M,M,1,1,2,2,34024,57
Fremont,Partial College,Clerical,M,M,1,1,0,2,77476,43
Coronado,Graduate Degree,Management,F,M,1,2,1,2,102436,41
Hervey Bay,Bachelors,Clerical,M,M,1,1,0,1,77922,39
Coffs Harbour,Bachelors,Manual,F,M,0,0,1,1,29798,37
Leipzig,High School,Skilled Manual,M,M,1,1,0,1,60918,39
Hervey Bay,High School,Skilled Manual,F,S,1,1,0,0,52537,48
Santa Cruz,Bachelors,Management,F,M,1,2,2,2,107094,36
Saint-Denis,Partial High School,Skilled Manual,F,S,0,0,0,0,58358,31
San Francisco,Bachelors,Clerical,M,M,1,1,1,1,85181,35
Port Orchard,Bachelors,Management,F,S,0,3,0,0,110576,36
Paris,High School,Skilled Manual,F,S,0,1,0,0,59682,29
Lemon Grove,Graduate Degree,Professional,M,S,1,3,0,0,137979,46
Yakima,Bachelors,Professional,M,S,1,2,0,0,135089,46
Paris,Graduate Degree,Management,M,M,1,3,1,2,105615,36
Kirkland,Graduate Degree,Clerical,F,M,1,1,1,2,83121,33
Burlingame,Partial High School,Skilled Manual,F,M,1,0,0,2,60117,61
Oregon City,Bachelors,Clerical,F,S,0,2,0,0,77974,26
Coronado,High School,Skilled Manual,F,S,1,1,0,0,60322,48
Puyallup,Partial College,Skilled Manual,F,S,0,2,0,0,51586,42
Tremblay-en-France,Bachelors,Professional,F,S,1,0,0,0,131811,35
Darlinghurst,Bachelors,Clerical,F,S,0,2,0,0,84132,39
Burien,Graduate Degree,Professional,M,M,1,0,2,2,131628,39
Lemon Grove,Graduate Degree,Management,F,S,1,2,0,0,111844,52
Warrington,High School,Skilled Manual,M,S,0,0,0,0,54787,39
Redwood City,Partial High School,Skilled Manual,M,M,1,2,1,2,55697,52
Port Macquarie,High School,Skilled Manual,M,M,0,2,1,1,52870,34
Hawthorne,Partial College,Clerical,M,M,1,2,0,2,81127,44
Rockhampton,Bachelors,Manual,F,S,0,1,0,0,27987,42
Melton,Partial College,Skilled Manual,M,S,0,1,0,0,58943,45
Mill Valley,Graduate Degree,Clerical,M,M,1,1,1,1,78376,39
San Diego,Bachelors,Management,M,M,1,2,1,2,104830,57
Burien,Bachelors,Professional,M,M,1,0,1,2,138041,41
Oxford,Partial College,Clerical,F,M,1,3,1,2,80503,53
Marysville,Partial High School,Manual,M,M,1,1,1,2,31536,52
Stoke-on-Trent,Partial College,Skilled Manual,M,S,0,1,0,0,56124,27
Malabar,Graduate Degree,Skilled Manual,F,M,0,1,0,2,58090,35
Lynnwood,Partial High School,Skilled Manual,M,M,1,0,1,2,53193,48
Melbourne,Partial College,Skilled Manual,M,S,0,0,0,0,59715,45
Burlingame,Bachelors,Management,F,M,1,1,1,2,107670,59
Long Beach,Graduate Degree,Manual,M,S,1,0,1,1,28699,71
Corvallis,Bachelors,Management,F,M,1,1,0,2,106917,41
Los Angeles,Partial College,Clerical,F,M,1,2,1,2,79393,51
Lavender Bay,Bachelors,Clerical,M,S,1,1,0,0,77427,46
High Wycombe,Graduate Degree,Clerical,M,S,1,3,0,0,86463,44
Oakland,Partial College,Management,F,M,1,2,1,2,108322,48
Bellingham,Partial High School,Skilled Manual,M,S,1,2,0,0,60952,51
Beaverton,High School,Skilled Manual,F,M,1,1,2,2,58624,52
Lemon Grove,High School,Skilled Manual,M,S,1,1,0,0,55401,56
Downey,Partial College,Clerical,M,M,0,1,0,0,84581,26
Berks,Bachelors,Manual,F,M,0,1,0,2,26853,39
Wollongong,Bachelors,Manual,M,M,0,1,0,1,30827,40
Neunkirchen,Bachelors,Management,M,M,1,2,1,2,112699,39
Berkeley,Bachelors,Professional,F,M,1,2,1,2,135571,46
Sedro Woolley,High School,Manual,F,S,0,0,0,0,30595,43
Paris,Partial High School,Skilled Manual,M,M,0,2,0,0,58998,29
Lebanon,Graduate Degree,Clerical,F,M,1,2,1,1,84640,40
Coronado,Graduate Degree,Skilled Manual,M,S,0,1,0,0,52742,46
Langley,Bachelors,Skilled Manual,F,M,1,1,2,2,55870,58
Oxon,Bachelors,Skilled Manual,M,M,1,2,0,2,55264,52
Oakland,High School,Manual,M,S,0,0,0,0,28759,50
Cheltenham,Bachelors,Management,F,M,1,2,1,2,106072,47
Cheltenham,Graduate Degree,Management,F,S,0,3,0,0,101885,36
Edmonds,Partial College,Clerical,F,M,1,3,0,1,85584,44
National City,Partial College,Clerical,M,M,0,1,0,0,84914,28
Cranbourne,Bachelors,Manual,M,M,0,0,2,2,29606,40
Shawnee,Partial College,Management,M,S,0,2,0,0,112181,30
Lake Oswego,High School,Skilled Manual,M,S,0,2,0,0,56828,30
Fremont,Bachelors,Clerical,F,S,0,0,0,0,77284,32
Burlingame,Bachelors,Professional,F,S,1,3,0,0,137920,40
N. Vancouver,Graduate Degree,Professional,M,M,1,2,1,2,131204,63
Beverly Hills,Partial College,Skilled Manual,M,M,1,2,0,1,51750,44
Burien,Graduate Degree,Professional,F,M,1,0,0,2,128126,33
Hobart,Bachelors,Clerical,F,M,1,2,1,1,76796,40
Hamburg,Bachelors,Professional,F,M,1,3,1,2,131942,42
Coronado,Graduate Degree,Professional,M,M,1,2,0,0,134989,35
Cergy,Partial College,Management,F,M,1,2,1,2,108801,61
Redwood City,Partial College,Clerical,M,S,0,3,0,0,80955,32
W. Linn,Partial College,Manual,F,M,1,0,2,2,33686,53
Stoke-on-Trent,Partial College,Clerical,F,M,1,3,1,1,78522,43
Lavender Bay,Bachelors,Professional,F,M,1,3,0,0,127916,27
Silverwater,Bachelors,Clerical,M,M,1,2,0,1,83899,42
York,Bachelors,Clerical,M,S,0,3,0,0,80328,37
Seattle,Partial College,Management,M,M,1,2,1,2,106597,56
North Sydney,Partial College,Clerical,M,M,1,2,1,2,78797,59
Downey,Partial College,Clerical,F,M,1,1,0,2,85411,52
Hamburg,High School,Clerical,M,S,0,2,0,0,80741,30
Sunbury,Bachelors,Clerical,M,S,0,0,0,0,81268,37
Cambridge,Partial College,Clerical,F,M,1,1,1,1,82026,53
London,Graduate Degree,Management,F,S,1,3,1,1,111830,66
West Covina,High School,Clerical,F,M,1,2,0,2,87502,49
Oak Bay,Graduate Degree,Clerical,F,M,1,1,1,2,77231,33
Novato,Graduate Degree,Clerical,F,S,0,1,0,0,80811,39
London,Partial College,Management,M,S,0,2,0,0,113250,34
Seattle,Partial College,Skilled Manual,M,M,1,1,0,2,58245,55
Kirkby,Bachelors,Management,M,S,1,1,0,0,103262,38
Spokane,Bachelors,Skilled Manual,F,S,1,1,1,1,51569,58
Hamburg,Graduate Degree,Professional,F,S,1,2,0,0,138098,46
Solingen,Partial College,Skilled Manual,F,S,0,1,0,0,60151,27
Haney,Partial College,Clerical,F,S,0,2,0,0,87038,32
Les Ulis,Bachelors,Skilled Manual,M,S,0,1,0,0,57042,38
Oakland,Bachelors,Management,F,M,1,2,0,2,111705,48
Sydney,Bachelors,Clerical,M,S,1,3,0,0,80683,46
Bellingham,Bachelors,Clerical,F,S,1,2,1,1,83159,57
Los Angeles,Bachelors,Management,M,S,0,2,0,0,102672,36
York,Bachelors,Professional,F,M,1,2,0,2,131139,52
Downey,Bachelors,Management,F,S,1,2,0,0,109315,41
Langford,High School,Skilled Manual,F,S,0,1,0,0,57914,24
Paris,Partial High School,Skilled Manual,F,M,0,2,1,2,56834,34
Geelong,Bachelors,Skilled Manual,F,S,0,1,0,0,53851,38
Langford,Partial College,Clerical,F,M,1,2,0,2,78262,42
National City,Partial College,Manual,M,S,1,1,0,0,32231,55
Portland,High School,Skilled Manual,F,M,1,2,1,2,57976,43
Bellflower,Bachelors,Management,F,M,1,2,0,3,102399,64
Beaverton,Partial College,Skilled Manual,M,S,0,1,0,0,59057,29
W. Linn,Bachelors,Management,F,S,1,1,0,1,107061,59
Portland,Bachelors,Clerical,F,S,1,3,1,1,78541,59
Woodland Hills,Graduate Degree,Professional,F,M,1,2,1,2,135048,36
Geelong,Graduate Degree,Professional,M,S,1,1,0,0,135200,38
Rockhampton,Partial College,Skilled Manual,M,M,1,2,0,2,56276,45
Lemon Grove,Bachelors,Clerical,M,M,1,1,0,2,84942,41
Salem,Partial High School,Skilled Manual,F,S,1,0,0,0,52627,51
Newton,High School,Clerical,F,M,1,3,0,1,83723,48
Dresden,Partial College,Skilled Manual,M,S,1,0,0,1,61894,59
Sooke,Graduate Degree,Manual,M,M,0,1,1,1,33661,35
London,Bachelors,Manual,M,M,1,0,0,2,29446,60
London,Partial High School,Manual,M,S,0,1,0,0,28493,34
Matraville,Partial High School,Skilled Manual,F,M,1,2,1,2,52435,58
Darlinghurst,Partial High School,Manual,F,M,0,0,0,1,29491,35
Concord,High School,Skilled Manual,F,M,1,2,0,2,59579,60
Langford,Bachelors,Management,F,S,1,2,0,0,111600,38
Lille,High School,Skilled Manual,F,M,1,0,2,2,55524,54
Woodland Hills,Bachelors,Manual,F,M,0,1,1,1,26174,35
Woodburn,Partial High School,Skilled Manual,F,S,0,2,0,0,52786,27
Leipzig,High School,Skilled Manual,F,M,1,0,2,2,52965,48
Portland,Bachelors,Management,F,M,1,3,0,2,102317,41
North Sydney,Bachelors,Clerical,F,S,1,2,1,1,76315,66
La Jolla,Partial College,Skilled Manual,F,M,1,1,1,2,53930,55
Langford,Partial College,Clerical,M,S,1,3,0,0,85801,45
Santa Monica,Partial College,Management,F,S,0,1,0,0,108207,31
Paris,Bachelors,Clerical,M,M,1,3,0,2,81171,34
Port Orchard,Partial College,Skilled Manual,F,M,1,1,1,2,59334,45
Lakewood,High School,Skilled Manual,M,S,0,2,0,0,60071,45
Tacoma,High School,Skilled Manual,M,M,1,1,2,2,53606,48
Hobart,Bachelors,Skilled Manual,F,S,0,0,0,0,51087,37
Corvallis,Graduate Degree,Skilled Manual,F,M,0,1,1,1,56230,36
Hawthorne,Partial College,Skilled Manual,F,M,1,1,2,3,61585,68
Woodburn,Partial High School,Manual,M,S,0,0,0,0,26376,26
Watford,Partial High School,Manual,F,M,1,1,1,2,25469,57
Oxford,Bachelors,Manual,F,M,0,0,0,0,26547,30
Darlinghurst,Bachelors,Clerical,F,S,0,3,0,0,76528,33
Colma,Graduate Degree,Professional,F,M,1,3,1,2,138040,32
Haney,Partial High School,Skilled Manual,M,M,1,0,0,2,54385,54
Chatou,Partial College,Clerical,M,S,0,1,0,0,87503,32
Townsville,Partial High School,Skilled Manual,F,M,0,1,1,1,53366,34
Frankfurt,Partial College,Clerical,F,M,1,1,2,2,86670,41
Saint Germain en Laye,Partial High School,Manual,F,S,1,1,0,0,36029,54
Port Macquarie,Bachelors,Management,M,S,0,0,0,0,110796,30
Burnaby,Graduate Degree,Management,M,M,1,1,1,2,103365,68
Lake Oswego,Graduate Degree,Skilled Manual,M,S,1,1,0,0,57794,52
Corvallis,Bachelors,Skilled Manual,F,S,0,2,0,0,54199,37
Münster,Graduate Degree,Professional,M,S,1,2,0,0,133784,43
Concord,High School,Skilled Manual,M,M,0,1,0,0,53150,29
Berkeley,High School,Clerical,F,M,1,2,0,2,79828,50
Newcastle,Partial High School,Skilled Manual,M,M,0,0,1,1,59535,33
Los Angeles,Bachelors,Management,M,M,1,2,0,0,106717,45
San Carlos,Bachelors,Management,F,S,1,3,0,1,106300,61
Roncq,Partial College,Management,M,S,1,1,0,0,104968,41
Torrance,Graduate Degree,Manual,M,M,0,0,0,1,36993,36
Neunkirchen,Partial High School,Skilled Manual,M,S,0,1,0,0,56530,33
Santa Cruz,Bachelors,Clerical,M,M,1,2,0,2,84054,44
Sooke,Partial College,Clerical,F,S,1,3,0,0,81668,43
Duesseldorf,Partial High School,Manual,F,M,0,0,0,1,35390,41
Lancaster,Bachelors,Professional,M,M,1,2,1,2,134330,39
El Cajon,Graduate Degree,Management,F,S,1,2,0,0,104068,39
Lake Oswego,Partial College,Manual,F,S,0,0,0,0,32541,31
Sydney,Bachelors,Manual,F,M,1,1,1,2,34901,42
Frankfurt,High School,Clerical,F,M,1,0,1,2,82725,42
Paderborn,Partial College,Skilled Manual,F,M,1,0,0,2,51805,63
Grevenbroich,Bachelors,Management,M,M,1,2,0,3,104621,66
Perth,High School,Skilled Manual,M,M,1,1,2,2,52887,57
Woodland Hills,Graduate Degree,Clerical,F,M,1,1,1,2,77901,35
Daly City,Graduate Degree,Clerical,F,S,1,2,0,1,82249,72
Beaverton,Graduate Degree,Skilled Manual,F,S,0,0,0,0,53498,34
Les Ulis,High School,Clerical,M,S,1,2,0,0,79225,55
Burien,High School,Skilled Manual,M,M,1,2,0,2,56282,50
Langley,High School,Skilled Manual,F,S,1,2,0,0,56364,53
Coffs Harbour,Bachelors,Clerical,F,M,1,3,1,2,86911,41
Paris,High School,Manual,F,M,1,0,0,2,30368,50
Burlingame,High School,Manual,M,S,0,0,0,0,27631,30
Werne,Partial College,Management,M,S,1,1,0,0,111608,48
Bracknell,Bachelors,Skilled Manual,F,M,0,1,0,1,55468,35
Burien,High School,Skilled Manual,F,M,1,2,0,2,56519,48
W. York,Partial College,Management,M,S,1,2,0,0,102896,52
Bellflower,Bachelors,Professional,F,S,1,2,0,0,132557,40
Roubaix,Partial College,Clerical,M,M,1,2,0,2,85197,63
Colma,Bachelors,Management,M,M,1,0,1,2,111299,43
Shawnee,Graduate Degree,Professional,M,M,1,3,0,0,137058,38
Victoria,Partial College,Clerical,M,S,0,2,0,0,79614,41
Bellingham,Graduate Degree,Professional,F,M,1,3,0,1,129734,47
Corvallis,Partial College,Management,M,S,0,1,0,0,106521,29
Frankfurt,Graduate Degree,Skilled Manual,F,S,0,1,0,0,52630,37
Melton,Bachelors,Clerical,F,S,1,3,0,0,82470,47
Langford,High School,Clerical,F,M,0,0,0,0,76514,30
San Diego,Partial College,Management,F,M,0,1,0,0,103734,25
Berkeley,Partial College,Clerical,M,M,1,2,0,2,79903,57
Los Angeles,Partial College,Manual,F,M,0,1,0,0,34661,32
Lieusaint,Graduate Degree,Manual,F,S,0,1,0,0,28511,35
York,Graduate Degree,Professional,M,M,1,2,1,2,130170,67
Stoke-on-Trent,Bachelors,Clerical,F,M,1,1,1,1,78823,37
Darmstadt,Graduate Degree,Professional,M,M,1,3,1,2,135768,43
Berlin,Partial College,Clerical,M,M,1,2,0,2,82296,49
Paris,Partial College,Clerical,M,M,1,1,1,1,81414,40
Milton Keynes,Partial High School,Manual,M,S,0,1,0,0,35036,34
Lemon Grove,Partial College,Skilled Manual,F,S,0,1,0,0,55546,31
Paris La Defense,Partial College,Skilled Manual,F,S,1,1,1,1,60194,59
Beverly Hills,Partial College,Management,M,M,1,3,1,1,112127,41
Sydney,Partial High School,Skilled Manual,M,S,1,1,0,0,61018,56
Findon,Partial High School,Skilled Manual,F,S,0,0,0,0,51737,32
Findon,Bachelors,Manual,F,M,1,0,1,2,28557,59
Daly City,Graduate Degree,Clerical,M,S,0,0,0,0,82204,41
Lavender Bay,Graduate Degree,Skilled Manual,M,S,0,0,0,0,61059,35
Grossmont,High School,Skilled Manual,F,S,1,0,0,0,56203,52
Los Angeles,Bachelors,Management,F,S,1,3,0,0,106981,44
Morangis,Partial College,Clerical,F,M,1,3,1,2,85061,43
Roubaix,Partial High School,Skilled Manual,F,S,0,0,0,0,54423,39
Brisbane,High School,Manual,F,M,0,0,1,2,28759,33
Saint Ouen,Partial High School,Skilled Manual,M,S,1,0,0,1,61100,57
Melbourne,Bachelors,Skilled Manual,F,M,0,2,1,1,54184,37
Burien,Partial College,Skilled Manual,F,S,0,0,0,0,54936,38
Warrington,Bachelors,Management,F,M,1,2,0,0,109454,38
North Sydney,High School,Skilled Manual,F,S,1,1,0,0,57053,56
Bendigo,Partial College,Clerical,M,M,1,1,0,2,83670,51
Hannover,Partial College,Management,M,M,1,1,0,2,107520,35
Neunkirchen,Partial College,Manual,M,M,1,1,1,2,31828,49
Portland,Partial High School,Skilled Manual,F,S,1,1,0,0,58378,50
Redmond,Bachelors,Skilled Manual,F,M,0,1,1,1,51338,33
Chula Vista,Graduate Degree,Skilled Manual,M,M,1,1,1,1,59099,47
Palo Alto,Graduate Degree,Clerical,M,M,0,0,0,0,81129,31
Burlingame,Graduate Degree,Management,F,S,0,0,0,0,104315,35
Newport Beach,Partial College,Skilled Manual,M,S,0,1,0,0,52569,27
San Diego,Bachelors,Clerical,M,S,0,2,0,0,82545,41
Chula Vista,High School,Manual,M,M,0,0,0,0,30452,30
Chula Vista,Graduate Degree,Skilled Manual,F,M,0,1,1,1,56620,34
Verrieres Le Buisson,Partial College,Management,F,S,0,2,0,0,103968,37
Warrnambool,Graduate Degree,Professional,F,S,1,2,1,1,137631,66
Fremont,Partial High School,Manual,M,S,1,1,1,1,36250,78
Santa Monica,Partial College,Skilled Manual,F,M,0,2,0,0,56817,27
Frankfurt,Partial College,Clerical,M,S,0,1,0,0,83657,38
Redwood City,Graduate Degree,Professional,F,S,1,1,0,0,129358,47
Victoria,Partial College,Clerical,F,S,0,0,0,0,76640,42
Hamburg,Partial College,Manual,M,M,1,1,0,2,32581,56
Tacoma,Bachelors,Management,F,S,1,2,1,1,105870,59
Langley,Partial High School,Skilled Manual,M,S,0,1,0,0,54998,26
Glendale,Partial College,Clerical,F,M,0,2,0,0,79147,30
Walla Walla,Partial College,Clerical,M,M,1,1,1,2,81164,39
Darlinghurst,Bachelors,Clerical,F,S,0,3,0,0,82741,30
Long Beach,Bachelors,Management,M,S,1,0,1,1,111768,64
Coronado,Bachelors,Management,F,S,0,3,0,0,102818,37
Torrance,Partial College,Clerical,F,M,1,0,0,1,81265,44
Beverly Hills,Graduate Degree,Professional,M,M,1,1,0,1,137337,34
Bellflower,High School,Skilled Manual,M,S,1,1,0,0,54350,51
Everett,Partial College,Clerical,F,M,1,1,1,2,76472,50
San Gabriel,Graduate Degree,Professional,M,S,1,2,1,1,128756,74
Glendale,Partial College,Management,M,S,1,1,0,0,105243,46
Beverly Hills,Partial High School,Manual,M,S,0,0,0,0,34128,48
Bellflower,High School,Manual,M,M,1,1,0,1,28499,43
Long Beach,Partial College,Clerical,F,M,0,1,0,0,78440,27
Spring Valley,Graduate Degree,Management,M,M,1,2,1,2,104361,33
London,Partial College,Skilled Manual,F,S,0,1,0,0,59823,27
Haney,Graduate Degree,Skilled Manual,M,M,0,1,1,2,61157,34
Hamburg,Partial College,Management,F,S,1,2,0,0,109912,37
Bobigny,Partial High School,Skilled Manual,M,M,0,1,0,0,52082,32
Hobart,Partial College,Management,F,M,1,2,1,1,112635,43
Berkshire,Partial College,Management,F,S,1,1,0,0,104828,45
Gold Coast,Partial College,Manual,F,M,1,1,1,2,27309,43
Woodland Hills,Bachelors,Professional,M,S,1,2,0,0,135881,54
Orleans,Bachelors,Manual,F,S,0,1,0,0,30815,37
Rockhampton,Bachelors,Management,M,S,0,1,0,0,104497,34
Saint-Denis,High School,Skilled Manual,M,S,0,1,0,0,62204,29
Berlin,High School,Manual,M,M,1,0,0,2,35513,48
Oakland,Graduate Degree,Professional,F,S,1,0,0,0,132790,33
Watford,Partial College,Skilled Manual,M,S,0,1,0,0,60524,35
Reading,Bachelors,Management,F,M,1,2,1,2,104934,40
Milsons Point,Bachelors,Management,M,M,1,2,1,2,112064,39
Puyallup,Partial High School,Manual,M,M,1,0,0,2,28157,51
Coffs Harbour,Bachelors,Management,F,M,1,2,0,0,102761,41
San Carlos,Bachelors,Skilled Manual,M,S,0,0,0,0,52540,37
Berks,Bachelors,Management,F,M,1,3,0,2,103397,65
Bremerton,Partial High School,Manual,F,S,1,1,1,1,34480,59
East Brisbane,Partial High School,Manual,F,S,0,1,0,0,27218,51
Olympia,Partial College,Manual,F,S,0,0,0,0,34058,33
North Ryde,Graduate Degree,Skilled Manual,F,M,0,2,0,1,59893,35
Townsville,Partial College,Skilled Manual,F,S,1,0,0,0,56448,50
Woodburn,Bachelors,Clerical,F,S,0,2,0,0,84271,32
Paris,Bachelors,Skilled Manual,M,S,0,1,0,0,60630,39
Metchosin,Bachelors,Management,F,S,0,2,0,0,106567,35
Warrington,Partial High School,Skilled Manual,F,S,0,2,0,0,58002,40
Lemon Grove,Partial College,Clerical,M,M,1,2,0,2,80575,46
Port Macquarie,Bachelors,Skilled Manual,F,S,0,1,0,0,57748,43
Cliffside,Bachelors,Management,M,M,1,0,0,1,110652,39
Downey,Bachelors,Skilled Manual,F,S,0,1,0,0,58695,42
Newcastle,Bachelors,Manual,F,M,0,1,0,1,32291,37
Woodburn,Graduate Degree,Clerical,M,M,1,2,1,1,77095,35
Burbank,Bachelors,Management,M,S,1,2,0,0,107726,45
Lynnwood,Partial High School,Manual,F,S,0,1,0,0,34244,49
Hervey Bay,Bachelors,Skilled Manual,M,S,0,1,0,0,53166,35
Corvallis,Bachelors,Manual,M,M,0,1,1,1,33806,36
Lemon Grove,Bachelors,Manual,M,M,0,1,0,2,32323,41
Paris,High School,Skilled Manual,F,S,1,1,0,0,55464,55
Renton,Graduate Degree,Professional,M,S,1,2,0,1,134074,68
Cliffside,High School,Manual,M,M,1,0,0,2,36211,49
Cliffside,Bachelors,Skilled Manual,M,S,1,0,1,1,55621,58
South Melbourne,High School,Skilled Manual,M,M,1,1,1,2,53063,60
National City,Bachelors,Skilled Manual,M,S,0,1,0,0,58325,46
Lynnwood,Partial High School,Manual,F,S,0,1,0,0,33964,26
Cliffside,Graduate Degree,Manual,M,M,1,0,0,3,32488,66
Les Ulis,Partial High School,Skilled Manual,M,S,0,1,0,0,57526,32
Walla Walla,Partial College,Skilled Manual,M,M,1,0,1,2,61956,43
Portland,Partial High School,Skilled Manual,F,S,1,1,0,0,52913,49
Esher-Molesey,Partial College,Skilled Manual,F,S,0,1,0,0,56494,34
Geelong,Bachelors,Management,M,S,1,1,0,0,108033,42
Braunschweig,Partial High School,Manual,F,S,0,1,0,0,29094,38
Goulburn,Partial College,Clerical,F,S,1,1,0,0,80146,49
Berks,Partial College,Manual,F,M,1,0,0,2,32216,59
Los Angeles,Graduate Degree,Professional,F,S,1,2,0,0,130681,33
Santa Cruz,Bachelors,Skilled Manual,F,S,1,1,0,1,57744,63
Melton,High School,Manual,M,M,0,1,0,0,34653,31
Stoke-on-Trent,Partial College,Manual,F,S,0,0,0,0,32615,25
Sunbury,High School,Clerical,F,M,1,2,0,2,80842,52
Downey,Bachelors,Clerical,M,S,1,0,1,1,78988,70
Gateshead,Partial College,Skilled Manual,F,S,0,0,0,0,58983,28
Lavender Bay,Bachelors,Clerical,F,M,1,2,1,2,81599,38
Langley,High School,Clerical,M,M,1,1,1,2,81673,55
Gloucestershire,Bachelors,Skilled Manual,F,M,1,2,0,2,55481,40
Suresnes,Graduate Degree,Clerical,F,S,1,0,0,0,79941,44
Haney,Partial College,Management,F,M,1,1,0,0,103475,31
Haney,High School,Skilled Manual,F,S,0,1,0,0,56987,26
Berkeley,Graduate Degree,Manual,M,M,1,0,0,2,26808,64
Oxford,Bachelors,Management,M,M,1,3,0,2,113319,43
South Melbourne,Partial College,Clerical,F,M,1,2,2,2,81047,43
Port Orchard,Graduate Degree,Clerical,M,S,0,3,0,0,80033,38
